text_id,fold
3FD4C280E4EF,2
3FE7AF072783,0
4000ADB040FE,0
4002D91C6B6C,1
400E5AA27067,0
4025349AD977,0
402843726F3B,2
402CAB074577,1
4032ED0063E4,3
40331978F344,1
40467A05CC2A,3
405CEC6E7F5D,0
40788D50B102,3
408A7D3D2EEC,0
40AA29D2F32B,0
40AF66A621E0,2
40C0290A53F1,2
40DB9B4FC90A,0
40DD3FF566D8,2
40E6BC53EC01,1
410957337087,0
410D72D3CCE8,2
410E1DE75773,0
4148186C6D84,3
41641B53F554,0
41A2385450D9,1
41BB825BAEBB,2
41D5C14587DA,1
41D9E5A1342B,1
41D9F5D10332,0
41DF6D292056,1
41EAC230D430,2
41F8A61B0BB8,1
420269F2DE40,2
421FA3CBFD5C,1
4228BAB7F096,3
423B413192FA,0
424005E31A04,2
4248882EDCCC,1
4256A9A1767F,2
42587039161D,3
4288F88C8D15,1
42AD5E1F4167,0
42BF43BF8DBE,0
42DB5DABA590,2
42F8715D04A3,0
430762044028,3
4351657CEC2F,3
43533F92E05B,3
4353BF70C4A3,3
436450E48EC8,1
437B5914340E,2
43AE9E4D0EFC,1
43B0E1211D58,1
43EE2C3C7EB5,0
441097905601,0
442CFAE61CC3,0
443AA4F38C8B,3
444D784C5791,2
4462E068017D,1
446CE95CF3F2,2
447221C3FA00,2
4477C08B4960,1
44B06B4A6D7E,2
44BD35E3BD1D,0
44C1594D0950,1
44D395C2AD83,0
44D6EEDAE5BD,2
44DCCF637033,1
44E2726DA1B3,0
450A7F9AC54A,1
451321E506A6,0
451A840C382E,2
451E8369BB76,1
45291197F292,2
453ACA22D3B4,0
453F18C3C8BD,1
45697CF2448C,1
457A4416559B,1
4585DE769AE9,2
45A86623B659,1
45DF17CF4937,0
45E5B6DE09E9,1
45E9622CF8F7,3
4608287E9B30,1
462769ABDD5B,2
462832DCD932,2
46302B93EF09,1
46484B622DF0,3
4665A1D77D6C,0
4668B9F74078,0
46977B27324C,1
46AD88A6F157,0
46BB96D9BC9B,0
46D16CB314CD,1
46E550A148DF,3
46EC00DDBCF9,1
46EF1F716C52,1
47006CCC27EC,3
470D092F3831,2
471BD41D6BA9,2
471C6119911D,0
47261D6E0F08,2
473FF163E44A,3
4744A861D13F,1
47470951BBDB,3
474D243CD03A,1
4751F39ECBC5,3
4758405809B3,1
475AAF4D130E,2
477B00F899E2,0
47DD29AF666C,0
4800E073664A,1
480C577BC8C9,2
4810EA26495B,3
48292985CC59,2
483EE18C996B,2
4843C41AAF24,0
4844CF56336D,0
4861FFA6F6CE,3
48837626943D,0
48940AA0656E,3
48AC182E4ADC,3
48ADCBFC8376,3
48BBB107A05C,0
48EA282A4EAF,1
48F7FCAD8B23,1
4906FE42D823,3
49096A420708,3
491FA41A1499,1
495A94390744,1
49605B65EA8D,0
49619EA08A55,1
4967076F4E7F,0
49718724CB84,2
4975FA2ABC9D,1
49C5BCE4CD28,0
49CBF98C0292,1
49D2A80F1484,0
49DA281C7585,0
49E2BDE820BD,1
49E375E8CA7B,0
49F54A35F6F3,3
4A38761A2CBB,0
4A4B45273A9D,0
4A87CFC37238,1
4A8E42EE9569,1
4A9DB943D7D5,3
4AAD1243DE3D,2
4ABC0ED00F91,1
4AC16314867E,1
4ACFA2D3D0A1,0
4AF3A09B2EF7,2
4B0CF2CFCB4A,0
4B0F6070B45A,0
4B174612FD60,2
4B4A48BAED30,3
4B6DF39107CC,1
4B907938595D,2
4B957C430005,0
4BA9296EBE9F,3
4BBB3BA80E0E,3
4BBBDC46A47C,3
4BE3F5DCD6C9,1
4BF17A253013,0
4BFB5768916D,1
4C0ECF107EC5,3
4C17DB6FF2DC,0
4C1C3000E7C6,1
4C3AFB55C4F7,1
4C60445C5681,1
4C6B05BD5A81,3
4CB5C9A9AD5A,3
4CB787139508,3
4CFAF19AF547,1
4D23A7FA9408,2
4D35A86F4929,0
4D377B163021,1
4D3C1E2D2E03,2
4D3CF318797A,3
4D65BE0B15B8,0
4D7E52C79A3D,1
4D816E688FBD,1
4DAACF629E7F,3
4DB99E2F46E3,1
4DBC5B5272FF,3
4DBF966A37CA,2
4DCA7736B00C,1
4DD1ED4D20D2,0
4E0094B179E0,2
4E0F689E099B,0
4E0FDE02216A,1
4E13812BC1ED,0
4E1C62576A76,0
4E22E3143561,0
4E29345CF8A9,0
4E443B00DBFA,2
4E59508F6D0B,0
4E7DD441DAC8,3
4E81E4116D94,3
4E8ED336CF7E,0
4E91C3BA11D0,1
4EB117877F23,0
4EB4E8611272,2
4ED1965FD68F,0
4EE0B81B9133,1
4EECC9B3CF7F,3
4F158CCF45AC,3
4F22FF7F59A0,2
4F35BA561593,1
4F5775B0B88D,3
4F6A4668D513,2
4F75DF4CEBE9,3
4F7F24918F42,1
4F89EB8CB97F,1
4F98619F7A18,3
4FA6CCB0D1BA,1
4FCEF99DE6F0,0
4FD4CE18CCDF,3
4FD5B8B612C6,3
4FE6EABBFC00,1
4FFF2AD2EAE8,3
503960784148,0
50419253BA19,2
5056C7637313,3
50611B996992,2
5061F044BC43,3
506A69171959,0
5077C09B20DC,3
508A9EC12C44,0
5098F28A2EF3,0
50E361CD561E,2
510CA49B78BB,3
5132328226C2,2
515244292F97,0
516E5D64BF6E,1
519A1A92C8C8,1
51BAD5699073,1
51C93A7260DE,0
51CE1DCC5307,2
51DA4BA94C7C,2
51DD6A82BD9D,3
51E3EAF96CD0,2
520EAF052C7E,1
52105DDA12EB,1
523130079501,1
5241864FBC48,3
524CD617574D,2
525E9A75CAA0,0
526E417A97BD,1
529A633179FF,0
52A8DE60E2D4,1
52AD70C9FE05,3
52B24BAEDC8C,0
52D0FED6AF38,2
52DC3B7C3952,0
52F0677ACD21,2
52F9582F9C86,3
52FEF34F4AC7,0
532528134425,1
5335796068E8,3
5355F44A1FE4,0
535D427F9FF9,1
53607F113053,0
53633B5F5F15,3
5384378F1AC2,3
53CF6D801CAF,1
53D17839AAC0,3
53E542321463,3
54099C3AE7CE,1
54304ACFE477,1
545E9BF477C1,3
548EC5B339E3,2
5494132B7229,3
54AC60510DC3,0
54D835ADB326,1
550D53DE2832,3
55174E1DFC5B,3
5564D9D8C845,0
5574E4DD548A,1
558B9106B99B,1
558C7F83201B,3
559902F0A513,2
55AEC9A9BB4C,3
55C7EC027A88,2
56053054CB1F,1
56080A912BB5,2
5630E056A0DB,1
56579FB8A60B,3
5666CD4AA5CD,1
56AC4BE71C2F,2
56C4259AA5C2,1
56E188D44884,0
56E32CEEB127,2
56F9E8427D97,0
5704CCBC8B55,0
570595740274,2
573E39E45177,3
5754104B2928,0
579603CA894B,2
57A6B1103088,2
57A750437C3A,3
57B782277D2F,1
57D4C53890E6,1
57DFE525E50A,1
57E8161AEF27,2
57ED5BC70E40,2
5807D5F42CEB,2
58255BF759C0,3
5828FAC247DF,3
583DC3D2E7FC,1
584A4BB1E954,0
584C6453CA5A,2
58567312BDAB,0
588B09153941,0
589CEB00ED37,2
58A9AE90D009,3
58E485E875D5,1
58EBDB3621E5,2
58EF6CAF956B,0
58F6D70A2DC7,3
5902C2E86345,1
5902D762C891,2
591164D3C800,3
5915757AEE1A,2
591B7E3E2B40,3
5923F6631724,2
593E2802E27C,2
597618D3F66C,3
597D76A3BF40,3
5985EA6F171A,1
598C1E9B27C8,1
599128B82FF0,2
59981B992996,0
59ADAA4D04E5,2
59CE34172C44,3
59E62F702421,2
5A3B42349C84,0
5A74C94F9813,0
5A89482533D9,2
5A8CC59C2D7D,1
5A977087E7E8,1
5A9C20C851FD,1
5AA45740A848,0
5AAD796F4D6B,1
5AC16E188F1B,1
5AC1AB0965F6,1
5ADD410B9783,3
5AEAF1C7B87C,3
5AFBB5573AB3,3
5B0E80E62A8C,1
5B14D81A0167,1
5B2FC963E89D,0
5B40AA0E6C2B,1
5BE99F2E4030,3
5BF6D0C37809,3
5BF7AAC78AB5,0
5C017EF0CF1E,0
5C05D79FE75A,2
5C2A497012B9,2
5C31B4B9B185,2
5C3757B0C6AE,3
5C3A7990C870,1
5C656CD57F67,3
5C69070E1E48,1
5C6CE74DEBCB,3
5C72AB0B1232,1
5C764A810680,1
5C9B1FB411EB,2
5CA2DCC616C6,0
5CAA840DD4C6,0
5CB186BF742C,3
5CF895003869,2
5D12067722AD,1
5D2B8506EC4F,1
5D4D6519DF94,3
5D5672D7C97D,1
5D693DD9978D,1
5D742A0E0623,3
5D7D1445A7CF,2
5D843D1CD37D,0
5DA3135B6664,2
5DB370AD8EFB,2
5DD1954E47A8,3
5DEDECE96044,1
5E3EA4C47C9A,2
5E49CEB56FB3,3
5E830B6462DB,2
5EA0A8768F94,1
5EA71157D48F,2
5EA76942F5C7,1
5EAC31CA561A,3
5EB7A0B134B4,1
5EC5534F533A,0
5EE526AB840B,1
5EF21F142C51,1
5EFD8FA4133A,0
5EFF1BA0FBC1,3
5F1183463E9D,1
5F370D929BA7,3
5F407964AF46,2
5F467A8F3896,1
5F4D9997A207,3
5F5E1817CCA0,1
5F679622B317,1
5F67A5D3DBB0,1
5F8195FBA0CA,3
5F88187C25B8,1
5F8F76B7A6FD,1
5F998012DDCD,1
5FBDFD6DB173,1
5FC3C342E64E,3
5FC620AEDC8B,3
5FE4F223CEA8,0
5FEB3F213A84,0
5FFB959ED7BA,2
6013DA298542,3
602E786321EA,2
603863409B06,2
